Env,Date,QV2M,T2MDEW,PS,RH2M,WS2M,GWETTOP,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M_MAX,T2M_MIN,T2MWET,GWETROOT,T2M,GWETPROF,ALLSKY_SFC_SW_DNI,PRECTOTCORR
IAH2_2019,20190520,5.07,3.44,97.27,75.19,3.79,0.68,21.13,113.33,12.63,2.84,5.67,0.65,7.9,0.66,12.81,1.75
IAH2_2019,20190521,6.77,7.51,95.94,91.62,6.72,0.74,4.6,28.96,11.63,7.18,8.16,0.66,8.81,0.67,1.9,19.67
IAH2_2019,20190522,7.02,7.99,95.78,71.19,6.1,0.7,25.15,132.39,19.43,8.34,10.83,0.67,13.65,0.68,21.44,0.39
IAH2_2019,20190523,7.57,9.25,97.12,74.44,2.9,0.7,22.64,121.2,20.64,6.62,11.72,0.66,14.19,0.67,15.73,14.65
IAH2_2019,20190524,11.41,15.3,96.43,80.0,4.4,0.77,17.82,96.56,24.15,12.58,17.29,0.7,19.27,0.7,15.19,23.92
IAH2_2019,20190525,10.01,13.43,96.77,75.81,2.7,0.71,29.59,154.55,23.94,12.95,15.78,0.69,18.13,0.7,37.97,0.98
IAH2_2019,20190526,10.07,13.43,97.07,74.5,2.46,0.7,30.54,157.0,24.55,11.49,15.9,0.67,18.38,0.69,37.9,0.08
IAH2_2019,20190527,11.84,15.83,96.12,83.75,5.25,0.75,16.4,92.1,23.76,11.32,17.34,0.7,18.86,0.7,10.5,21.95
IAH2_2019,20190528,9.22,12.05,96.09,88.38,4.02,0.74,8.32,48.28,19.27,10.01,13.05,0.7,14.03,0.7,3.78,12.59
IAH2_2019,20190529,10.19,13.69,96.06,82.19,1.63,0.72,15.74,87.12,22.76,11.83,15.37,0.7,17.06,0.71,12.95,1.92
IAH2_2019,20190530,10.19,13.71,96.33,78.5,1.65,0.71,22.68,119.18,22.56,11.71,15.73,0.69,17.74,0.7,17.53,1.43
IAH2_2019,20190531,11.41,15.31,96.65,76.31,2.44,0.71,23.12,117.23,26.54,13.11,17.56,0.68,19.82,0.7,13.63,0.73
IAH2_2019,20190601,10.38,13.95,96.62,75.94,3.24,0.7,23.27,119.01,24.08,12.29,16.23,0.67,18.52,0.7,15.15,0.53
IAH2_2019,20190602,7.93,9.91,97.08,66.94,1.46,0.69,27.36,135.31,23.83,9.13,13.44,0.66,16.96,0.69,27.24,0.0
IAH2_2019,20190603,10.56,14.24,96.94,77.38,3.17,0.7,11.37,63.98,23.29,13.66,16.37,0.66,18.48,0.69,4.33,1.45
IAH2_2019,20190604,15.56,20.25,96.29,86.81,2.81,0.7,24.63,132.75,28.05,16.88,21.48,0.66,22.72,0.69,19.77,3.35
IAH2_2019,20190605,14.59,19.3,96.29,75.25,1.56,0.68,29.77,157.45,29.83,18.22,21.86,0.66,24.43,0.68,35.91,0.04
IAH2_2019,20190606,15.01,19.82,96.55,80.44,1.55,0.68,25.8,138.0,27.33,19.65,21.68,0.65,23.54,0.67,14.66,0.11
IAH2_2019,20190607,14.34,19.09,96.65,77.12,2.46,0.66,30.55,160.75,28.87,17.94,21.41,0.64,23.73,0.66,40.51,0.01
IAH2_2019,20190608,12.51,16.98,96.74,73.31,2.66,0.66,26.43,138.9,27.97,16.88,19.73,0.63,22.49,0.66,29.85,0.0
IAH2_2019,20190609,9.03,11.92,97.33,72.19,4.69,0.66,15.98,88.3,20.28,12.28,14.55,0.62,17.19,0.66,12.33,0.0
IAH2_2019,20190610,7.63,9.49,97.84,62.75,2.84,0.65,29.73,152.02,23.86,8.56,13.43,0.62,17.36,0.65,34.59,0.0
IAH2_2019,20190611,9.4,12.51,97.22,74.12,2.81,0.66,10.35,58.84,23.4,13.16,15.09,0.62,17.69,0.64,4.32,4.69
IAH2_2019,20190612,8.06,10.15,97.02,72.88,4.02,0.65,28.28,146.16,20.65,10.23,12.91,0.62,15.67,0.64,28.21,0.57
IAH2_2019,20190613,7.63,9.2,97.09,65.62,1.98,0.64,31.08,159.64,22.93,7.2,12.71,0.61,16.22,0.63,40.73,0.0
IAH2_2019,20190614,11.9,15.8,96.27,81.0,4.44,0.64,17.07,94.97,23.58,14.81,17.48,0.6,19.17,0.62,7.6,0.63
IAH2_2019,20190615,15.5,20.2,96.01,86.31,1.77,0.66,17.17,94.66,27.26,18.57,21.45,0.61,22.7,0.62,7.05,6.09
IAH2_2019,20190616,12.76,17.18,96.5,79.94,2.6,0.64,23.83,126.33,25.92,15.12,19.12,0.6,21.05,0.62,15.66,0.18
IAH2_2019,20190617,13.24,17.83,96.84,82.56,1.62,0.66,14.5,80.59,25.05,16.34,19.45,0.6,21.08,0.62,9.83,5.91
IAH2_2019,20190618,12.15,16.44,96.78,92.81,1.71,0.75,10.91,64.18,19.2,15.67,17.04,0.63,17.64,0.64,3.69,32.24
IAH2_2019,20190619,11.35,15.3,96.24,78.0,1.95,0.68,24.23,127.7,24.48,14.26,17.41,0.65,19.53,0.65,14.71,0.95
IAH2_2019,20190620,13.0,17.44,96.18,83.62,2.39,0.68,15.54,86.38,25.37,14.44,18.94,0.64,20.44,0.65,9.65,5.01
IAH2_2019,20190621,15.08,19.76,96.22,91.62,3.63,0.7,8.81,51.55,25.27,17.66,20.48,0.64,21.2,0.65,3.16,9.91
IAH2_2019,20190622,14.4,18.92,96.51,91.19,3.02,0.7,11.44,65.23,24.94,15.35,19.69,0.64,20.45,0.66,4.66,8.34
IAH2_2019,20190623,13.79,18.33,96.15,89.69,1.98,0.72,13.26,76.01,23.65,16.01,19.26,0.66,20.19,0.66,4.41,9.63
IAH2_2019,20190624,10.99,14.85,96.14,76.69,3.32,0.69,21.14,113.99,24.48,14.28,17.12,0.65,19.38,0.66,17.46,2.24
IAH2_2019,20190625,12.21,16.51,96.62,73.44,2.1,0.66,30.23,158.81,27.23,15.53,19.16,0.64,21.82,0.66,36.25,0.48
IAH2_2019,20190626,14.53,19.24,97.06,82.38,1.35,0.67,20.9,113.44,27.01,18.19,20.86,0.63,22.48,0.65,11.54,1.4
IAH2_2019,20190627,17.21,22.1,97.09,87.38,3.66,0.66,13.73,75.41,28.35,21.05,23.26,0.62,24.41,0.65,6.21,0.47
IAH2_2019,20190628,19.29,23.94,97.0,88.94,2.11,0.66,21.77,117.84,29.33,22.85,24.95,0.62,25.96,0.64,19.23,0.27
IAH2_2019,20190629,19.78,24.36,97.11,86.06,1.61,0.66,28.69,152.65,31.31,21.8,25.6,0.62,26.84,0.64,31.48,0.0
IAH2_2019,20190630,19.65,24.22,96.99,85.88,2.69,0.65,24.93,133.59,30.47,23.87,25.53,0.62,26.84,0.63,17.38,0.0
IAH2_2019,20190701,17.82,22.63,96.81,82.69,3.12,0.64,20.57,111.29,29.65,22.3,24.28,0.61,25.92,0.63,7.43,0.6
IAH2_2019,20190702,17.82,22.58,96.59,88.19,1.98,0.68,22.97,125.7,28.08,21.63,23.65,0.61,24.71,0.63,13.51,8.63
IAH2_2019,20190703,18.01,22.73,96.52,90.5,1.59,0.69,15.96,89.48,28.06,20.59,23.58,0.62,24.44,0.63,6.71,9.47
IAH2_2019,20190704,18.19,22.88,96.67,87.94,1.51,0.71,22.87,125.84,29.2,21.0,24.0,0.63,25.12,0.64,15.83,15.03
IAH2_2019,20190705,17.76,22.58,97.02,88.44,0.98,0.68,21.48,118.08,27.55,22.08,23.63,0.64,24.67,0.65,12.28,0.95
IAH2_2019,20190706,15.38,20.33,97.3,85.44,2.76,0.66,25.78,138.36,26.68,20.18,21.68,0.62,23.03,0.64,23.16,0.03
IAH2_2019,20190707,14.71,19.57,97.22,82.38,1.55,0.65,27.52,146.84,27.08,17.93,21.26,0.62,22.94,0.63,26.48,0.0
IAH2_2019,20190708,15.75,20.53,96.96,82.5,2.81,0.64,25.47,136.36,28.15,18.66,22.16,0.61,23.79,0.62,20.36,0.15
IAH2_2019,20190709,17.52,22.23,96.55,86.31,3.48,0.63,19.98,109.3,28.98,20.54,23.48,0.6,24.75,0.62,18.82,0.99
IAH2_2019,20190710,13.0,17.55,97.02,76.56,4.16,0.62,24.57,131.49,25.55,18.29,19.77,0.59,22.0,0.62,19.37,0.02
IAH2_2019,20190711,13.49,18.17,97.17,79.88,2.3,0.62,28.79,150.67,26.78,16.94,20.08,0.58,21.98,0.61,34.65,0.08
IAH2_2019,20190712,15.14,19.87,96.87,80.44,2.15,0.62,27.3,144.93,29.19,16.73,21.76,0.57,23.65,0.6,31.31,2.17
IAH2_2019,20190713,15.93,20.84,97.02,82.5,1.45,0.62,18.48,100.8,28.88,20.22,22.51,0.57,24.17,0.59,11.05,1.52
IAH2_2019,20190714,15.99,20.82,97.07,78.31,2.05,0.6,28.34,151.39,30.26,18.83,22.94,0.56,25.05,0.59,33.62,0.01
IAH2_2019,20190715,17.4,22.23,96.78,84.19,3.51,0.59,24.0,129.42,28.58,22.46,23.71,0.55,25.19,0.59,23.2,1.16
IAH2_2019,20190716,17.15,21.93,96.62,84.31,1.75,0.64,17.77,98.08,28.94,20.76,23.4,0.56,24.86,0.59,15.5,9.66
IAH2_2019,20190717,19.41,23.87,96.42,87.94,2.83,0.65,14.21,78.71,29.69,21.48,24.98,0.57,26.08,0.59,10.9,11.67
IAH2_2019,20190718,21.36,25.48,96.05,85.56,3.51,0.66,26.48,143.09,31.58,24.97,26.85,0.59,28.22,0.59,26.06,6.84
IAH2_2019,20190719,21.48,25.58,96.13,85.62,3.78,0.61,28.04,152.01,31.77,24.6,26.93,0.58,28.28,0.59,36.15,0.08
IAH2_2019,20190720,20.02,24.35,96.4,87.19,3.0,0.62,12.81,71.48,31.39,19.74,25.55,0.56,26.76,0.59,6.87,4.76
IAH2_2019,20190721,13.73,18.47,97.1,82.88,3.05,0.62,13.4,76.14,26.13,17.17,20.05,0.57,21.64,0.59,4.99,4.61
IAH2_2019,20190722,10.93,14.97,97.65,77.06,3.16,0.59,28.56,146.13,23.6,14.48,17.17,0.56,19.37,0.58,33.86,0.08
IAH2_2019,20190723,10.07,13.73,97.76,68.88,1.34,0.59,26.13,131.9,24.76,12.7,16.8,0.55,19.87,0.57,27.87,0.0
IAH2_2019,20190724,11.35,15.5,97.56,71.44,1.71,0.58,28.01,143.38,25.84,15.77,18.26,0.54,21.03,0.56,32.45,0.15
IAH2_2019,20190725,12.45,16.9,97.25,81.25,3.6,0.59,6.71,39.4,24.77,16.37,18.61,0.54,20.32,0.56,3.05,2.84
IAH2_2019,20190726,15.01,19.81,97.08,79.88,4.15,0.57,26.95,143.73,29.02,18.55,21.74,0.53,23.67,0.55,31.54,0.02
IAH2_2019,20190727,16.42,21.3,97.1,80.0,2.55,0.56,26.23,140.28,29.87,20.83,23.2,0.52,25.12,0.55,27.56,0.31
IAH2_2019,20190728,16.78,21.59,96.73,86.69,3.44,0.57,9.9,56.66,28.61,20.87,22.83,0.52,24.06,0.55,3.87,4.13
IAH2_2019,20190729,13.06,17.59,96.94,79.81,3.02,0.56,28.51,148.2,26.16,16.3,19.58,0.52,21.55,0.54,37.35,0.38
IAH2_2019,20190730,10.01,13.46,97.35,72.75,1.22,0.55,24.11,126.84,23.91,12.22,16.12,0.52,18.78,0.53,23.45,1.26
IAH2_2019,20190731,13.06,17.67,97.41,88.44,2.76,0.62,11.22,62.3,22.78,16.42,18.65,0.52,19.65,0.54,6.44,12.84
IAH2_2019,20190801,13.55,18.26,97.44,82.38,2.61,0.58,23.81,127.38,27.19,16.84,19.93,0.53,21.58,0.54,17.97,1.23
IAH2_2019,20190802,12.21,16.66,97.36,77.12,2.07,0.55,19.48,104.71,25.7,16.98,18.9,0.52,21.12,0.54,8.63,0.07
IAH2_2019,20190803,13.85,18.57,97.22,80.25,1.82,0.55,24.35,129.4,27.6,16.62,20.47,0.51,22.37,0.53,21.36,0.6
IAH2_2019,20190804,14.4,19.23,97.15,77.06,1.41,0.54,23.56,125.02,28.48,18.85,21.48,0.5,23.73,0.52,26.1,0.2
IAH2_2019,20190805,15.93,20.73,96.76,82.94,2.66,0.54,18.28,99.65,28.62,19.37,22.3,0.5,23.88,0.52,8.98,0.48
IAH2_2019,20190806,13.0,17.52,96.75,73.81,1.89,0.53,26.95,140.38,27.23,17.23,20.17,0.49,22.82,0.52,34.86,0.12
IAH2_2019,20190807,14.47,19.05,96.56,77.06,1.81,0.52,26.42,139.95,29.47,17.49,21.24,0.48,23.44,0.51,32.9,0.01
IAH2_2019,20190808,12.57,16.99,96.85,78.56,1.86,0.52,24.78,132.2,24.64,17.07,19.0,0.48,21.01,0.5,26.94,0.0
IAH2_2019,20190809,11.11,15.01,96.98,68.12,1.29,0.51,25.87,135.56,27.34,14.51,18.21,0.48,21.42,0.5,28.73,0.05
IAH2_2019,20190810,15.81,20.45,96.73,79.5,2.93,0.5,17.81,96.85,28.43,19.19,22.38,0.47,24.31,0.49,9.0,1.06
IAH2_2019,20190811,17.09,21.9,96.79,89.69,1.35,0.54,10.19,57.57,27.19,21.08,22.82,0.48,23.74,0.49,5.08,6.13
IAH2_2019,20190812,16.66,21.41,96.42,91.44,2.27,0.58,14.26,78.63,26.79,20.69,22.16,0.49,22.91,0.5,9.83,10.25
IAH2_2019,20190813,13.55,18.21,96.91,76.19,2.78,0.52,25.52,134.61,28.31,17.76,20.62,0.49,23.02,0.5,30.46,0.02
IAH2_2019,20190814,11.35,15.53,97.24,78.38,2.67,0.51,16.1,86.63,24.15,14.35,17.55,0.48,19.58,0.49,9.38,0.03
IAH2_2019,20190815,12.27,16.69,97.01,83.12,1.66,0.51,16.49,90.08,24.2,15.29,18.25,0.48,19.81,0.49,7.38,0.59
IAH2_2019,20190816,11.66,15.8,96.68,76.88,1.77,0.51,22.05,115.82,23.72,16.76,18.06,0.48,20.32,0.48,18.41,0.47
IAH2_2019,20190817,14.4,18.76,96.33,82.56,2.41,0.55,16.2,87.16,26.66,17.35,20.35,0.48,21.94,0.49,8.57,13.41
IAH2_2019,20190818,15.81,20.37,96.43,86.19,2.84,0.62,18.69,101.14,26.55,17.04,21.63,0.51,22.89,0.51,14.47,13.87
IAH2_2019,20190819,13.31,17.69,96.97,78.19,1.83,0.55,24.79,130.9,27.41,15.67,19.76,0.5,21.83,0.51,30.55,4.26
IAH2_2019,20190820,17.94,22.68,96.85,85.19,1.71,0.64,21.93,117.13,29.93,21.31,24.1,0.53,25.51,0.52,23.5,20.73
IAH2_2019,20190821,13.0,17.53,97.11,86.19,1.89,0.61,8.11,46.64,22.99,16.27,18.77,0.53,20.02,0.53,2.8,8.11
IAH2_2019,20190822,10.56,14.33,97.17,75.25,1.91,0.56,24.34,127.03,24.51,13.05,16.72,0.52,19.12,0.52,27.1,0.0
IAH2_2019,20190823,11.84,16.12,97.38,79.12,3.09,0.55,25.09,130.51,25.26,14.5,18.09,0.51,20.05,0.52,34.61,0.01
IAH2_2019,20190824,10.86,14.83,97.4,77.31,3.67,0.54,20.23,104.99,23.1,15.23,16.96,0.5,19.09,0.52,11.7,0.11
IAH2_2019,20190825,12.21,16.58,96.76,88.88,3.05,0.54,10.49,58.16,20.66,15.8,17.54,0.5,18.49,0.52,5.21,0.45
IAH2_2019,20190826,12.7,17.11,96.33,86.5,2.11,0.55,11.69,64.07,24.2,15.52,18.3,0.5,19.49,0.51,10.39,3.02
IAH2_2019,20190827,8.61,11.15,96.84,66.94,3.94,0.52,23.96,123.42,23.34,13.41,14.55,0.49,17.96,0.51,31.81,0.01
IAH2_2019,20190828,8.61,11.12,97.03,63.5,2.51,0.52,23.61,122.09,25.07,11.35,14.86,0.48,18.59,0.5,31.93,0.39
IAH2_2019,20190829,12.15,16.28,96.84,74.69,3.23,0.52,23.39,123.19,27.97,16.25,18.81,0.48,21.34,0.5,31.21,1.81
IAH2_2019,20190830,9.03,12.03,97.54,69.69,2.03,0.5,22.78,118.38,23.65,12.42,15.04,0.48,18.04,0.49,24.18,0.31
IAH2_2019,20190831,9.83,13.33,97.61,75.81,2.52,0.5,6.26,36.87,22.79,14.58,15.63,0.47,17.93,0.49,2.7,0.91
IAH2_2019,20190901,12.76,17.23,97.32,84.0,1.88,0.5,15.99,85.77,26.75,13.41,18.73,0.47,20.23,0.48,12.5,0.11
IAH2_2019,20190902,15.08,19.94,97.04,85.62,3.12,0.49,15.87,84.67,26.8,18.27,21.26,0.47,22.57,0.48,11.51,0.03
IAH2_2019,20190903,13.37,17.59,96.77,73.94,3.14,0.48,16.06,85.23,28.58,15.41,20.31,0.46,23.03,0.48,19.21,0.42
IAH2_2019,20190904,8.79,11.62,97.5,71.44,1.09,0.48,22.69,117.23,23.09,11.3,14.44,0.46,17.26,0.48,34.55,0.0
IAH2_2019,20190905,13.43,17.62,96.99,75.0,3.23,0.47,21.57,114.24,31.29,14.43,20.08,0.45,22.54,0.48,28.46,0.0
IAH2_2019,20190906,11.05,15.08,97.32,72.94,2.62,0.46,21.75,112.79,26.31,14.59,17.84,0.45,20.61,0.47,27.63,0.13
IAH2_2019,20190907,11.54,15.74,97.1,79.44,2.15,0.48,7.48,41.52,25.4,15.08,17.73,0.45,19.72,0.47,4.12,5.3
IAH2_2019,20190908,12.27,16.6,96.93,88.25,2.64,0.5,5.91,33.72,22.88,14.9,17.65,0.46,18.69,0.47,3.49,1.73
IAH2_2019,20190909,15.75,20.48,96.7,90.06,3.95,0.55,7.41,42.73,26.55,17.77,21.36,0.47,22.23,0.48,2.86,13.54
IAH2_2019,20190910,17.27,22.12,96.9,90.81,2.95,0.62,16.9,90.78,26.56,21.1,22.93,0.49,23.73,0.48,15.36,19.43
IAH2_2019,20190911,17.58,22.38,96.9,90.75,2.57,0.62,10.65,59.49,27.44,21.03,23.21,0.52,24.03,0.5,6.68,12.3
IAH2_2019,20190912,14.4,18.87,96.7,83.19,4.01,0.6,7.56,42.79,25.44,16.21,20.43,0.52,21.99,0.52,4.8,8.15
IAH2_2019,20190913,8.54,11.19,97.33,71.25,3.94,0.55,20.89,107.83,21.41,12.44,13.91,0.52,16.64,0.51,28.87,0.51
IAH2_2019,20190914,13.61,17.97,97.13,83.56,3.98,0.58,10.4,56.72,26.52,14.1,19.51,0.51,21.05,0.51,7.85,9.35
IAH2_2019,20190915,13.92,18.62,96.96,77.94,1.48,0.57,16.96,89.76,29.95,17.6,20.95,0.52,23.29,0.52,21.79,1.33
IAH2_2019,20190916,16.3,21.12,97.03,84.88,2.84,0.54,15.18,81.77,29.37,18.72,22.55,0.5,23.98,0.51,9.19,0.01
IAH2_2019,20190917,16.48,21.38,96.87,81.69,4.11,0.53,18.79,98.73,29.51,21.17,23.15,0.5,24.91,0.51,21.33,0.48
IAH2_2019,20190918,16.97,21.79,96.78,86.25,3.06,0.58,10.41,58.48,28.26,21.38,23.05,0.5,24.32,0.51,6.32,9.75
IAH2_2019,20190919,17.15,21.99,96.94,88.62,1.95,0.59,14.94,81.41,28.48,20.62,23.05,0.51,24.1,0.52,12.38,6.46
IAH2_2019,20190920,15.87,20.75,96.91,83.94,3.13,0.55,16.77,88.9,28.69,20.55,22.3,0.51,23.84,0.52,16.59,0.86
IAH2_2019,20190921,16.17,20.98,96.48,87.5,3.92,0.55,8.47,47.05,27.3,19.8,22.12,0.5,23.26,0.51,6.06,3.34
IAH2_2019,20190922,10.19,13.76,96.71,80.25,2.22,0.63,8.27,46.1,22.02,13.41,15.58,0.52,17.4,0.52,6.3,18.45
IAH2_2019,20190923,10.13,13.51,97.05,74.81,1.98,0.56,20.07,102.96,25.26,10.94,15.98,0.52,18.44,0.52,32.84,0.1
IAH2_2019,20190924,14.47,19.01,96.32,86.31,4.16,0.6,17.54,92.8,27.4,16.94,20.26,0.52,21.51,0.52,21.82,12.94
IAH2_2019,20190925,8.67,11.12,96.61,73.69,3.09,0.58,6.36,36.06,20.94,11.08,13.69,0.53,16.26,0.53,2.87,0.03
IAH2_2019,20190926,7.69,9.4,96.69,70.38,2.99,0.55,14.82,77.55,21.48,8.28,12.35,0.52,15.29,0.52,17.33,0.0
IAH2_2019,20190927,10.93,14.46,96.02,80.62,3.77,0.55,10.49,57.45,22.66,11.65,16.24,0.52,18.02,0.52,8.4,0.46
IAH2_2019,20190928,7.93,9.88,97.14,77.56,4.07,0.55,16.04,83.98,19.55,8.83,11.96,0.51,14.04,0.52,18.3,2.62
IAH2_2019,20190929,13.85,18.12,96.78,94.69,4.17,0.6,5.31,30.9,24.8,13.77,18.56,0.52,19.01,0.52,2.72,8.38
IAH2_2019,20190930,17.15,21.9,96.41,85.56,5.01,0.56,16.64,88.9,29.46,21.13,23.28,0.52,24.65,0.52,23.69,2.96
IAH2_2019,20191001,11.47,15.33,96.53,92.69,3.0,0.67,3.14,18.72,20.06,11.19,15.98,0.54,16.62,0.54,1.66,35.97
IAH2_2019,20191002,8.36,10.74,96.86,90.62,2.92,0.66,3.51,20.88,16.02,9.73,11.49,0.58,12.25,0.56,1.71,7.58
IAH2_2019,20191003,5.74,5.32,97.77,78.44,3.38,0.61,11.71,60.52,14.46,4.99,7.26,0.57,9.21,0.57,13.02,0.07
IAH2_2019,20191004,5.74,5.34,97.91,80.38,3.14,0.6,12.88,66.73,14.37,2.65,7.05,0.56,8.77,0.56,14.32,2.87
IAH2_2019,20191005,7.45,8.93,96.67,79.12,4.83,0.7,8.77,45.88,17.78,7.78,10.83,0.59,12.74,0.59,8.83,23.37
IAH2_2019,20191006,5.8,5.51,97.43,70.62,2.82,0.62,15.76,79.84,17.78,6.62,8.28,0.59,11.05,0.59,22.18,0.0
IAH2_2019,20191007,5.98,5.83,97.59,69.44,2.23,0.61,14.25,72.32,20.05,4.57,8.83,0.58,11.82,0.59,21.65,0.07
IAH2_2019,20191008,6.71,7.53,97.0,71.56,4.54,0.6,17.41,88.3,19.59,7.48,10.23,0.57,12.94,0.58,32.9,0.0
IAH2_2019,20191009,8.18,10.32,96.59,82.75,4.62,0.62,10.54,56.47,17.81,9.41,11.83,0.56,13.33,0.58,8.83,8.01
IAH2_2019,20191010,7.87,8.9,96.34,89.0,4.25,0.71,3.16,17.95,17.74,2.25,9.79,0.6,10.68,0.59,2.17,20.15
IAH2_2019,20191011,2.87,-4.18,97.05,67.0,6.16,0.64,8.13,43.7,4.38,-2.62,-1.35,0.6,1.5,0.6,4.36,0.74
IAH2_2019,20191012,3.11,-3.27,96.54,67.88,5.02,0.62,7.35,39.1,10.8,-3.69,-0.21,0.59,2.85,0.6,5.48,0.02
IAH2_2019,20191013,3.78,-0.7,96.67,75.31,3.55,0.62,9.8,51.09,11.15,-1.42,1.54,0.59,3.78,0.6,6.71,0.0
IAH2_2019,20191014,5.19,3.28,96.76,78.0,2.71,0.62,15.95,78.94,16.28,-1.58,5.31,0.59,7.34,0.59,27.49,0.0
IAH2_2019,20191015,5.43,4.22,96.79,78.56,5.48,0.62,11.38,57.81,11.6,3.91,6.13,0.58,8.05,0.59,11.61,0.07
IAH2_2019,20191016,4.39,1.56,97.38,74.44,2.55,0.62,8.43,44.05,10.82,2.59,3.76,0.58,5.95,0.59,6.5,0.0
IAH2_2019,20191017,5.74,5.01,96.73,78.12,3.57,0.61,15.53,77.73,17.13,2.04,7.01,0.58,9.02,0.59,29.27,0.0
IAH2_2019,20191018,7.26,8.46,95.88,76.56,5.97,0.61,14.07,71.8,20.08,6.73,10.69,0.57,12.92,0.59,20.29,0.04
IAH2_2019,20191019,6.59,7.17,96.19,72.12,1.68,0.62,13.58,69.05,18.34,7.83,9.83,0.57,12.51,0.59,22.18,2.8
IAH2_2019,20191020,6.41,6.75,96.11,78.81,3.82,0.62,8.4,44.55,15.4,5.7,8.6,0.57,10.46,0.59,5.79,5.91
IAH2_2019,20191021,6.35,6.33,94.97,88.62,5.78,0.66,7.28,38.43,10.55,5.25,7.22,0.59,8.11,0.59,5.34,7.12
IAH2_2019,20191022,4.03,0.22,96.3,67.12,6.04,0.62,14.44,70.55,11.48,2.23,3.23,0.59,6.23,0.59,26.78,0.1
IAH2_2019,20191023,5.0,3.18,96.71,87.0,2.15,0.64,3.95,21.74,11.8,0.96,4.2,0.59,5.23,0.59,2.8,3.07
IAH2_2019,20191024,3.23,-2.38,98.1,71.38,2.3,0.62,14.83,71.9,8.3,-1.88,0.28,0.59,2.94,0.59,29.58,0.05
IAH2_2019,20191025,3.42,-1.95,97.8,67.81,2.43,0.62,12.61,62.97,11.76,-2.66,0.99,0.59,3.93,0.59,21.82,0.03
IAH2_2019,20191026,4.03,0.18,96.42,76.94,2.64,0.62,14.03,68.89,11.3,-1.57,2.23,0.58,4.27,0.59,27.35,0.07
IAH2_2019,20191027,4.09,0.51,96.85,79.25,4.07,0.62,6.22,33.11,8.67,-0.84,2.2,0.58,3.89,0.59,3.62,0.0
IAH2_2019,20191028,2.5,-5.9,97.38,72.31,2.34,0.62,10.62,53.09,3.44,-4.56,-3.42,0.58,-0.93,0.59,9.79,1.2
IAH2_2019,20191029,2.87,-3.96,97.8,78.62,1.52,0.62,12.65,62.64,5.04,-5.05,-2.1,0.58,-0.22,0.59,17.47,0.14
IAH2_2019,20191030,2.32,-6.59,97.9,73.0,3.26,0.62,7.6,38.69,-0.65,-3.48,-4.45,0.58,-2.31,0.59,4.3,0.18
IAH2_2019,20191031,2.2,-7.26,97.36,68.38,3.23,0.62,13.75,66.05,4.14,-6.05,-4.49,0.57,-1.71,0.59,30.13,0.0
IAH2_2019,20191101,3.6,-1.24,97.4,81.81,3.55,0.62,5.89,31.52,7.75,-2.77,0.21,0.57,1.65,0.59,3.06,0.52
IAH2_2019,20191102,3.23,-2.41,97.58,77.81,3.55,0.62,12.0,59.03,8.23,-2.95,-0.47,0.57,1.47,0.59,20.32,0.0
IAH2_2019,20191103,4.27,0.96,96.77,90.44,2.7,0.62,4.4,23.59,5.89,-1.71,1.68,0.57,2.39,0.59,4.23,0.48
IAH2_2019,20191104,3.78,-0.48,97.23,81.94,3.48,0.62,9.21,45.92,7.46,-1.36,1.03,0.57,2.55,0.59,10.19,0.02
IAH2_2019,20191105,2.99,-3.59,97.87,80.56,1.65,0.62,6.59,34.12,4.26,-4.86,-1.91,0.57,-0.22,0.59,6.69,0.0
IAH2_2019,20191106,3.36,-2.38,97.98,83.31,4.41,0.62,5.04,26.45,3.5,-5.7,-1.1,0.57,0.18,0.59,3.49,0.41
IAH2_2019,20191107,1.65,-10.52,98.7,66.0,2.16,0.61,10.19,49.32,-0.74,-8.21,-7.71,0.57,-4.9,0.59,17.9,0.0
IAH2_2019,20191108,2.56,-5.56,97.75,70.88,4.88,0.61,10.6,52.08,4.76,-4.74,-3.11,0.57,-0.67,0.58,16.89,0.0
IAH2_2019,20191109,4.7,2.12,96.69,89.25,2.72,0.61,9.25,47.19,11.96,-1.65,2.88,0.57,3.65,0.58,6.9,0.0
IAH2_2019,20191110,3.3,-2.62,97.35,83.56,4.37,0.61,4.36,23.26,3.67,-4.4,-1.35,0.57,-0.06,0.58,1.98,1.09
IAH2_2019,20191111,1.22,-14.2,98.68,60.0,6.29,0.61,6.33,31.24,-4.78,-12.48,-11.09,0.56,-7.98,0.58,6.59,0.81
IAH2_2019,20191112,1.22,-14.1,98.2,71.44,4.28,0.61,7.68,37.68,-4.41,-15.71,-11.92,0.56,-9.76,0.58,12.16,0.0
IAH2_2019,20191113,2.69,-5.28,96.84,83.12,3.79,0.61,4.05,21.82,1.62,-6.92,-3.95,0.56,-2.6,0.58,2.25,0.47
IAH2_2019,20191114,2.32,-6.74,97.82,81.06,2.13,0.61,9.35,45.12,1.14,-8.61,-5.2,0.56,-3.65,0.58,18.49,0.03
IAH2_2019,20191115,3.85,-0.46,97.85,88.81,2.8,0.61,10.22,50.58,8.52,-3.77,0.38,0.56,1.23,0.58,18.93,0.0
IAH2_2019,20191116,3.72,-0.79,97.22,78.31,4.57,0.61,8.97,44.82,9.05,-0.68,1.0,0.56,2.79,0.58,12.11,0.18
